;submission_id;user_id;location_name;submission_timestamp;questions_134999_where_are_you_eating_at_the_moment;questions_135005_who_are_you_with;questions_134999_where_are_you_eating_at_the_moment;questions_135000_which_of_the_following_best_describes_where_you_got_your_food_from_today;questions_135004_what_else_if_anything_are_you_doing_while_eating_your_food_for_example_are_you_also_watching_tv_checking_social_media_cooking_etc_coded;questions_135022_who_prepared_the_food;level2dish_coded;questions_135019_what_are_the_main_reasons_that_you_chose_this_food_right_now_if_you_are_having_more_than_one_item_please_write_about_the_main_item_you_are_having_please_be_as_detailed_as_you_can_coded;questions_135020_what_other_food_if_any_did_you_consider_having_instead_coded;questions_223649_149206_210007_finally_which_best_describes_the_food_you_are_having_today
1126;4209;713118393;South Africa;20/07/2019 17:06;At my home;"[""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Chocolate sweets/ snacks""]";"[""I was thirsty"", ""I wanted something sweet""]";"[""Nothing""]";Snack
1127;4223;767328952;South Africa;27/12/2018 17:37;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV"", ""Watching TV""]";I prepared it myself from scratch;"[""Chicken"", ""Leafy green veg""]";"[""I had a craving""]";"[""Nothing""]";Lunch
1128;4228;761160114;South Africa;01/02/2019 00:36;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Nothing""]";I prepared it myself from scratch;"[""Chicken"", ""Mashed potatoes/ sweet potatoes"", ""Beans""]";"[""It's my favourite""]";"[""Nothing""]";Dinner
1129;4322;1089692854;South Africa;01/02/2019 14:38;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Household chores""]";It was premade / ready to eat;"[""Cereal""]";"[""Quick"", ""It's a healthy choice""]";"[""Nothing""]";Breakfast
1130;4428;713118393;South Africa;31/01/2019 18:40;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Potato crisps""]";"[""It's my favourite""]";"[""Nothing""]";Snack
1131;4479;713118393;South Africa;05/04/2019 23:10;At my home;"[""My spouse/partner"", ""My children""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Vegetable crisps""]";"[""Convenient"", ""I like the taste""]";"[""Nothing""]";Snack
1132;4504;3333756832;South Africa;31/01/2019 19:41;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""On my phone""]";I prepared it myself from scratch;"[""Sandwich/ bagel""]";"[""It's my habit / routine""]";"[""Vegetables""]";Lunch
1133;4509;2826188736;South Africa;31/05/2019 21:05;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Plain nuts""]";"[""It's a healthy choice""]";"[""Nothing""]";Snack
1134;4566;3290440218;South Africa;30/01/2019 14:27;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Household chores""]";I prepared it myself from scratch;"[""Wraps/ tacos""]";"[""Leftovers / to eat it up before it spoils""]";"[""Meat""]";Breakfast
1135;4569;3254429549;South Africa;26/01/2019 21:45;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Reading""]";It was premade / ready to eat;"[""Croissants/ sweet pastry""]";"[""I wanted something sweet"", ""Convenient""]";"[""Nothing""]";Treat
1136;4600;1592474814;South Africa;29/01/2019 21:06;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying""]";It was premade / ready to eat;"[""Candy""]";"[""It's a healthy choice""]";"[""Nothing""]";Snack
1137;4604;2828125578;South Africa;30/01/2019 19:56;At my home;"[""My spouse/partner""]";At my home;Other;"[""Playing games"", ""On my phone""]";;"[""Noodles"", ""Beef""]";"[""To relax""]";"[""Carbonated soft drink""]";Lunch
1138;4763;3287922613;South Africa;31/01/2019 18:33;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Browsing social media""]";It was premade / ready to eat;"[""Dried fruit""]";"[""To relax""]";"[""Nothing""]";Snack
1139;4778;726051750;South Africa;04/04/2019 12:43;On the go / outdoors;"[""Alone""]";On the go / outdoors;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying""]";It was premade / ready to eat;"[""Wraps/ tacos""]";"[""Cheap""]";"[""Nothing""]";Breakfast
1140;4801;1592474814;South Africa;01/06/2019 02:43;At my home;"[""My spouse/partner""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Ice cream""]";"[""I like the taste"", ""It's what I wanted""]";"[""Nothing""]";Snack
1141;4859;3333510264;South Africa;26/01/2019 15:12;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Croissants/ sweet pastry"", ""Pork"", ""Egg-based dish""]";"[""Quick"", ""Convenient""]";Other dishes;Breakfast
1142;4919;1194162255;South Africa;31/12/2018 15:57;At my home;"[""Other family members""]";At my home;I had it at home / brought it from home;"[""Talking to someone""]";Someone else prepared it;"[""Cake""]";"[""I wanted to try something new""]";"[""Nothing""]";Snack
1143;4938;4821810150;South Africa;11/05/2019 03:18;Cafe / restaurant / bar / hotel;"[""Friends""]";Cafe / restaurant / bar / hotel;;"[""Spending time with friends""]";Someone else prepared it;"[""Wraps/ tacos""]";"[""I like the taste""]";"[""Meat""]";Dinner
1144;5037;1592474814;South Africa;31/01/2019 16:50;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying""]";It was premade / ready to eat;"[""Berries / cherries / grapes""]";"[""It's a healthy choice""]";"[""Vegetables""]";Snack
1145;5067;1632326553;South Africa;01/02/2019 12:46;At school / work;"[""Alone""]";At school / work;I had it at home / brought it from home;"[""Nothing""]";Someone else prepared it;"[""Wraps/ tacos""]";"[""Quick""]";"[""Nothing""]";Breakfast
1146;5070;2977891062;South Africa;06/05/2019 02:19;At my home;"[""Alone""]";At my home;Cafe / restaurant;"[""Checking emails"", ""Browsing social media"", ""Listening to music""]";It was premade / ready to eat;"[""Candy""]";"[""Convenient"", ""It's light / not filling""]";"[""Confectionery""]";Snack
1147;5087;3328481340;South Africa;13/05/2019 01:10;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Pork"", ""Salad vegetables"", ""Mashed potatoes/ sweet potatoes""]";"[""Convenient"", ""Easy to prepare""]";"[""Biscuits / cookies""]";Dinner
1148;5106;7331198448;South Africa;07/08/2019 21:28;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Household chores""]";It was premade / ready to eat;"[""Sweet spreads/ jams/ syrups""]";"[""It looked good""]";"[""Nothing""]";Snack
1149;5111;720412200;South Africa;01/02/2019 17:14;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Chicken"", ""Broccolli, cabbage, cauliflower"", ""Plain rice""]";"[""Convenient"", ""I like the taste""]";"[""Rice / pasta / grains / pulses""]";Lunch
1150;5128;1349822880;South Africa;09/01/2019 19:35;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Nothing""]";I prepared it myself from scratch;"[""Pasta with sauce""]";"[""Leftovers / to eat it up before it spoils"", ""Convenient""]";"[""Meat"", ""Potatoes""]";Lunch
1151;5139;726051750;South Africa;26/03/2019 13:07;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";Someone else prepared it;"[""Meat-based pizza""]";"[""I like the taste"", ""Cheap""]";"[""Nothing""]";Breakfast
1152;5160;1237187500;South Africa;24/12/2018 18:52;At my home;"[""My spouse/partner""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV"", ""Watching TV""]";It was premade / ready to eat;"[""Savoury snacks""]";"[""I had a craving""]";"[""Nothing""]";Snack
1153;5246;871639230;South Africa;22/05/2019 13:09;At my home;"[""Alone""]";At my home;;"[""Listening to radio""]";I prepared it myself from scratch;"[""Pasta with meat""]";"[""I was hungry"", ""Leftovers / to eat it up before it spoils""]";"[""Nothing""]";Lunch
1154;5247;726051750;South Africa;08/04/2019 20:46;On the go / outdoors;"[""Alone""]";On the go / outdoors;Supermarket / Hypermarket / Grocery Store ;"[""Working / studying"", ""Browsing social media""]";It was premade / ready to eat;"[""Hot dog""]";"[""I was hungry""]";"[""Meat""]";Lunch
1155;5300;2066025678;South Africa;31/01/2019 14:45;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Working / studying""]";I prepared it myself from scratch;"[""Stone fruit"", ""Toast"", ""Egg-based dish""]";"[""It's a healthy choice"", ""It's light / not filling""]";"[""Healthy / meal replacement drinks""]";Breakfast
1156;5308;0;South Africa;24/12/2018 21:16;At my home;"[""My children"", ""My spouse/partner""]";At my home;I had it at home / brought it from home;"[""Watching TV"", ""Watching TV""]";Someone else prepared it;"[""Soft cheese/ cheese spread""]";"[""It's a healthy choice""]";"[""Savoury pastry / pie""]";Breakfast
1157;5383;233423168;South Africa;16/07/2019 17:12;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Cake""]";"[""I wanted something sweet""]";"[""Nothing""]";Breakfast
1158;5397;3318737694;South Africa;04/04/2019 19:55;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Fried sweets (e.g. churros, donuts)""]";"[""It's what I wanted""]";"[""Nothing""]";Snack
1159;5511;1247379900;South Africa;02/02/2019 20:14;At my home;"[""My spouse/partner""]";At my home;Cafe / restaurant;"[""Watching TV""]";;"[""Fried potatoes/ sweet potatoes""]";"[""It's what I wanted""]";"[""Nothing""]";Snack
1160;5520;1277288544;South Africa;01/02/2019 20:29;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Nothing""]";I prepared it myself from scratch;"[""Sandwich/ bagel"", ""Hard cheese"", ""Leafy green veg""]";"[""Leftovers / to eat it up before it spoils"", ""I had a craving""]";"[""Nothing""]";Lunch
1161;5530;187413;South Africa;11/04/2019 07:11;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Relaxing / laying down""]";I prepared it myself from scratch;"[""Biscuits""]";"[""Convenient""]";"[""Breads""]";Treat
1162;5531;695750310;South Africa;08/04/2019 01:03;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits with filling""]";"[""I wanted a snack"", ""It's what I wanted""]";"[""Nothing""]";Snack
1163;5611;0;South Africa;31/01/2019 17:53;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down"", ""Browsing social media""]";It was premade / ready to eat;"[""Plain nuts""]";"[""It was all I had""]";"[""Confectionery""]";Snack
1164;5643;782227112;South Africa;05/04/2019 17:42;On the go / outdoors;"[""Other family members""]";On the go / outdoors;Supermarket / Hypermarket / Grocery Store ;"[""Travelling""]";It was premade / ready to eat;"[""Savoury snacks""]";"[""I was hungry"", ""I wanted a snack""]";"[""Nothing""]";Snack
1165;5662;1076180625;South Africa;23/07/2019 21:42;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I was hungry""]";"[""Nothing""]";Snack
1166;5697;896357539;South Africa;24/01/2019 19:11;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Relaxing / laying down"", ""Watching TV""]";It was premade / ready to eat;"[""Cereal/ muesli bar""]";"[""It's a healthy choice"", ""I was hungry""]";"[""Nothing""]";Snack
1167;5709;348968880;South Africa;31/01/2019 17:51;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Potato crisps""]";"[""I had a craving""]";"[""Nothing""]";Snack
1168;5776;720412200;South Africa;03/06/2019 00:56;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Playing games"", ""Nothing""]";It was premade / ready to eat;"[""Bread/ roll/ baguette""]";"[""I had a craving""]";"[""Nothing""]";Snack
1169;5778;899519555;South Africa;02/06/2019 00:42;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Burger""]";"[""It's what I wanted""]";"[""Nothing""]";Dinner
1170;5803;687458043;South Africa;27/01/2019 00:08;At my home;"[""Alone""]";At my home;Cafe / restaurant;"[""Watching TV""]";;"[""Wraps/ tacos""]";"[""I had a craving""]";"[""Breads""]";Dinner
1171;5835;1631980350;South Africa;30/06/2019 18:05;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Noodles"", ""Chicken""]";"[""Quick"", ""Easy to prepare""]";"[""Sandwich / bagel / wrap""]";Snack
1172;5899;5504923560;South Africa;29/06/2019 21:57;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Cake""]";"[""It was all I had""]";"[""Nothing""]";Snack
1173;6139;48043;South Africa;29/01/2019 18:09;At my home;"[""Alone""]";At my home;Other;"[""Watching TV""]";;"[""Sweet crepes/ pancakes""]";"[""It's my habit / routine""]";"[""Nothing""]";Snack
1174;6201;720412200;South Africa;07/05/2019 16:13;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Pasta with sauce"", ""Hard cheese""]";"[""I like the taste"", ""Cheap"", ""It's light / not filling""]";"[""Nothing""]";Lunch
1175;6205;720412200;South Africa;03/06/2019 16:16;At school / work;"[""Alone""]";At school / work;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Chicken""]";"[""No specific reason""]";"[""Nothing""]";Lunch
1176;6215;889806317;South Africa;03/04/2019 18:33;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Nothing""]";It was premade / ready to eat;"[""Fried sweets (e.g. churros, donuts)""]";"[""I had a craving"", ""Preferred choice unavailable""]";"[""Nothing""]";Treat
1177;6258;1592474814;South Africa;06/04/2019 23:41;At my home;"[""My spouse/partner""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Other potatoes/ sweet potatoes""]";"[""I was hungry""]";"[""Nothing""]";Dinner
1178;6331;36954134;South Africa;29/01/2019 21:36;On the go / outdoors;"[""Alone""]";On the go / outdoors;I had it at home / brought it from home;"[""Spending time with family""]";It was premade / ready to eat;"[""Plain nuts""]";"[""Quick"", ""Easy to prepare""]";"[""Biscuits / cookies""]";Snack
1179;6388;3360543477;South Africa;01/02/2019 14:48;At school / work;"[""Alone""]";At school / work;Cafe / restaurant;"[""Browsing the internet""]";;"[""Muffins/ cupcakes"", ""Pork""]";"[""Convenient""]";"[""Sandwich / bagel / wrap""]";Breakfast
1180;6391;1247379900;South Africa;01/02/2019 01:54;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Plain nuts""]";"[""Quick""]";"[""Nothing""]";Lunch
1181;6424;863736230;South Africa;07/04/2019 23:40;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";I prepared it myself from scratch;"[""Other dishes""]";"[""Leftovers / to eat it up before it spoils""]";"[""Nothing""]";Dinner
1182;6529;1592474814;South Africa;07/04/2019 13:44;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Listening to music""]";It was premade / ready to eat;"[""Fried sweets (e.g. churros, donuts)""]";"[""No specific reason""]";"[""Nothing""]";Breakfast
1183;6591;48043;South Africa;01/02/2019 03:16;At my home;"[""Alone""]";At my home;I had it at home / brought it from home;"[""Watching TV""]";It was premade / ready to eat;"[""Cereal""]";"[""I wanted a snack""]";"[""Nothing""]";Snack
1184;6660;1247379900;South Africa;03/04/2019 16:55;At my home;"[""Alone""]";At my home;Cafe / restaurant;"[""Watching TV""]";;"[""Beef"", ""Bread/ roll/ baguette""]";"[""I was hungry""]";"[""Nothing""]";Breakfast
1185;6682;2826188736;South Africa;31/05/2019 15:36;At my home;"[""Alone""]";At my home;;"[""Watching TV""]";I prepared it myself from scratch;"[""Fruit salad"", ""Plain nuts""]";"[""Personal dietary requirement""]";"[""Nothing""]";Snack
1186;6767;5790473844;South Africa;13/05/2019 14:17;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Fruit flavoured yoghurt""]";"[""Quick"", ""It's light / not filling"", ""Convenient""]";"[""Nothing""]";Breakfast
1187;6854;1197675864;South Africa;31/12/2018 16:13;At my home;"[""My children""]";At my home;Cafe / restaurant;"[""Watching TV"", ""Watching TV""]";;"[""Chicken"", ""Biscuits""]";"[""I was hungry"", ""It's what I wanted"", ""I like the taste""]";"[""Meat""]";Lunch
1188;6869;755557110;South Africa;27/01/2019 03:55;At my home;"[""Alone""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Citrus fruit""]";"[""It's what I wanted""]";"[""Nothing""]";Snack
1189;6927;2676425900;South Africa;27/03/2019 23:53;At my home;"[""My spouse/partner""]";At my home;Supermarket / Hypermarket / Grocery Store ;"[""Watching TV""]";It was premade / ready to eat;"[""Biscuits""]";"[""I wanted something sweet""]";"[""Nothing""]";Treat
1190;7065;948280704;South Africa;30/05/2019 16:56;At my home;"[""Alone""]";At my home;;"[""Nothing""]";I prepared it myself from scratch;"[""Chicken"", ""Mixed salad""]";"[""I was hungry"", ""It's a healthy choice""]";"[""Nothing""]";Lunch
